"","...1","...2","order_id","customer_id","restaurant_name","cuisine_type","cost_of_the_order","day_of_the_week","rating","food_preparation_time","delivery_time"
"1775",1775,1775,1476993,301825,"RedFarm Broadway","Chinese",12.23,"Weekend","Not given",32,19
"1776",1776,1776,1476705,260680,"Cafe Mogador","Middle Eastern",5.77,"Weekend","3",20,16
"1777",1777,1777,1477694,192317,"Shake Shack","American",24.3,"Weekend","4",25,15
"1778",1778,1778,1477933,284256,"Empanada Mama (closed)","Mexican",12.37,"Weekend","Not given",29,25
"1779",1779,1779,1477062,396432,"Blue Ribbon Sushi","Japanese",19.4,"Weekend","5",26,17
"1780",1780,1780,1477771,232035,"ilili Restaurant","Middle Eastern",12.23,"Weekday","5",24,32
"1781",1781,1781,1477144,62667,"Balthazar Boulangerie","French",29.1,"Weekend","5",31,27
"1782",1782,1782,1477149,102710,"Rye House","American",12.13,"Weekday","4",26,30
"1783",1783,1783,1478182,135970,"Momoya","Japanese",25.27,"Weekday","5",31,30
"1784",1784,1784,1478405,58675,"Shake Shack","American",11.59,"Weekday","3",23,25
"1785",1785,1785,1478094,102010,"TAO","Japanese",13.48,"Weekday","Not given",27,32
"1786",1786,1786,1477857,363202,"S'MAC","American",25.27,"Weekend","5",20,29
"1787",1787,1787,1476840,143866,"Jack's Wife Freda","Mediterranean",20.71,"Weekend","Not given",35,16
"1788",1788,1788,1477641,128224,"Blue Ribbon Sushi","Japanese",24.2,"Weekend","4",29,18
"1789",1789,1789,1476690,124875,"Vanessa's Dumplings","Chinese",24.2,"Weekend","4",20,18
"1790",1790,1790,1476593,175703,"The Meatball Shop","Italian",20.61,"Weekend","Not given",34,30
"1791",1791,1791,1477343,101957,"Hiroko's Place","Japanese",13.05,"Weekend","Not given",32,27
"1792",1792,1792,1476881,57263,"Nobu Next Door","Japanese",15.76,"Weekday","Not given",27,28
"1793",1793,1793,1476913,145216,"Grand Sichuan International","Chinese",7.66,"Weekday","5",33,31
"1794",1794,1794,1478119,276192,"Sushi of Gari Tribeca","Japanese",10.86,"Weekday","4",28,28
"1795",1795,1795,1476976,300552,"Shake Shack","American",22.26,"Weekday","5",33,32
"1796",1796,1796,1476575,141912,"P.J. Clarke's","American",31.38,"Weekend","Not given",31,23
"1797",1797,1797,1478105,143721,"Hummus Place","Middle Eastern",29.05,"Weekend","5",26,17
"1798",1798,1798,1476945,49034,"The Smile","American",7.81,"Weekend","5",24,21
"1799",1799,1799,1476853,139626,"L'Express","French",16.98,"Weekday","Not given",35,29
"1800",1800,1800,1477259,145952,"Blue Ribbon Sushi","Japanese",29.15,"Weekend","4",31,19
"1801",1801,1801,1477141,66331,"Shake Shack","American",24.3,"Weekend","5",21,24
"1802",1802,1802,1477556,168420,"Blue Ribbon Brooklyn","American",13.1,"Weekend","Not given",32,19
"1803",1803,1803,1478254,239985,"5 Napkin Burger","American",25.22,"Weekend","5",27,21
"1804",1804,1804,1478365,60039,"ilili Restaurant","Middle Eastern",32.93,"Weekend","4",25,17
"1805",1805,1805,1477380,108659,"Rubirosa","Italian",25.27,"Weekday","4",23,31
"1806",1806,1806,1477548,79255,"The Meatball Shop","Italian",12.95,"Weekday","4",29,24
"1807",1807,1807,1478444,355090,"Shake Shack","American",31.43,"Weekend","3",22,24
"1808",1808,1808,1477716,317515,"Cafe Habana","Mexican",15.62,"Weekend","Not given",29,19
"1809",1809,1809,1476668,114476,"Zero Otto Nove","Italian",5.87,"Weekend","Not given",31,18
"1810",1810,1810,1477106,103852,"J. G. Melon","American",8.83,"Weekend","5",31,19
"1811",1811,1811,1477526,344079,"Olea","Mediterranean",24.2,"Weekend","Not given",20,16
"1812",1812,1812,1477664,47440,"Blue Ribbon Fried Chicken","American",29.3,"Weekend","4",28,16
"1813",1813,1813,1477917,71249,"Momoya","Japanese",24.3,"Weekend","4",35,30
"1814",1814,1814,1477381,316223,"The Smile","American",25.22,"Weekday","4",25,28
"1815",1815,1815,1476745,377771,"Blue Ribbon Fried Chicken","American",12.61,"Weekend","3",30,30
"1816",1816,1816,1477885,178158,"Chipotle Mexican Grill $1.99 Delivery","Mexican",29.1,"Weekday","4",22,32
"1817",1817,1817,1476724,130956,"Blue Ribbon Sushi","Japanese",21.83,"Weekday","3",21,26
"1818",1818,1818,1477387,141732,"Blue Ribbon Fried Chicken","American",9.27,"Weekend","Not given",29,16
"1819",1819,1819,1476750,94152,"Empanada Mama (closed)","Mexican",15.37,"Weekend","3",35,30
"1820",1820,1820,1478285,113817,"Blue Ribbon Fried Chicken","American",12.18,"Weekend","4",32,22
"1821",1821,1821,1477910,39702,"Frank Restaurant","Italian",12.08,"Weekday","4",20,31
"1822",1822,1822,1478364,273690,"Grand Sichuan International","Chinese",32.93,"Weekend","Not given",32,28
"1823",1823,1823,1477480,75722,"Yama 49","Japanese",22.31,"Weekend","5",29,17
"1824",1824,1824,1477050,337230,"Shake Shack","American",15.18,"Weekday","Not given",34,30
"1825",1825,1825,1478090,62359,"Blue Ribbon Sushi Izakaya","Japanese",16.01,"Weekday","5",23,27
"1826",1826,1826,1477633,378753,"Shake Shack","American",29.1,"Weekend","5",29,17
"1827",1827,1827,1478095,183520,"Blue Ribbon Sushi","Japanese",12.18,"Weekend","4",30,17
"1828",1828,1828,1478096,146211,"Yama Japanese Restaurant","Japanese",12.08,"Weekday","Not given",25,33
"1829",1829,1829,1478166,177250,"RedFarm Hudson","Chinese",12.13,"Weekend","Not given",31,27
"1830",1830,1830,1478013,283884,"Westville Hudson","American",12.56,"Weekend","5",26,28
"1831",1831,1831,1478369,243341,"Sushi Samba","Japanese",22.36,"Weekend","5",31,30
"1832",1832,1832,1476970,275689,"Nobu Next Door","Japanese",33.37,"Weekend","4",32,21
"1833",1833,1833,1476612,115610,"Delicatessen","American",12.18,"Weekend","Not given",24,17
"1834",1834,1834,1478234,102620,"Balthazar Boulangerie","French",12.23,"Weekend","4",35,23
"1835",1835,1835,1477114,47594,"Dos Caminos","Mexican",12.18,"Weekday","5",24,30
"1836",1836,1836,1477644,82041,"Osteria Morini","Italian",5.77,"Weekend","3",24,19
"1837",1837,1837,1476634,82092,"Sushi of Gari 46","Japanese",16.3,"Weekend","Not given",21,29
"1838",1838,1838,1477186,291891,"The Kati Roll Company","Indian",11.64,"Weekend","4",34,18
"1839",1839,1839,1477939,41040,"The Meatball Shop","Italian",15.91,"Weekend","Not given",26,20
"1840",1840,1840,1477610,35643,"Vanessa's Dumpling House","Chinese",16.49,"Weekend","5",26,25
"1841",1841,1841,1476843,361846,"Sarabeth's West","American",14.12,"Weekday","3",21,33
"1842",1842,1842,1476983,55689,"Rubirosa","Italian",7.95,"Weekday","Not given",20,26
"1843",1843,1843,1478418,95049,"Nobu Next Door","Japanese",9.7,"Weekend","Not given",21,19
"1844",1844,1844,1477941,64830,"Cafeteria","American",15.52,"Weekend","3",28,30
"1845",1845,1845,1478123,149268,"Han Dynasty","Chinese",16.2,"Weekend","Not given",29,18
"1846",1846,1846,1477966,318451,"Blue Ribbon Sushi","Japanese",24.3,"Weekend","Not given",29,15
"1847",1847,1847,1478154,383688,"Caf<U+0329> China","Chinese",12.61,"Weekend","5",20,20
"1848",1848,1848,1477855,5139,"Sushi of Gari 46","Japanese",22.26,"Weekend","5",28,22
"1849",1849,1849,1478261,106940,"Parm","Italian",9.07,"Weekday","4",23,30
"1850",1850,1850,1477121,274232,"Nobu Next Door","Japanese",7.86,"Weekday","5",20,27
"1851",1851,1851,1477927,351329,"Parm","Italian",12.23,"Weekday","Not given",27,26
"1852",1852,1852,1477871,124875,"Shake Shack","American",21.39,"Weekend","3",33,22
"1853",1853,1853,1476644,142461,"Shake Shack","American",16.93,"Weekend","5",35,28
"1854",1854,1854,1477415,58800,"Mamoun's Falafel","Mediterranean",14.41,"Weekend","5",33,26
"1855",1855,1855,1477397,117810,"Momoya","Japanese",8.05,"Weekend","Not given",31,25
"1856",1856,1856,1476723,136807,"RedFarm Hudson","Chinese",19.35,"Weekday","5",35,28
"1857",1857,1857,1478258,222734,"Shake Shack","American",16.98,"Weekend","3",23,23
"1858",1858,1858,1477222,348096,"The Meatball Shop","Italian",11.64,"Weekend","4",23,24
"1859",1859,1859,1477335,84457,"Nobu Next Door","Japanese",29.15,"Weekend","Not given",27,15
"1860",1860,1860,1476790,141732,"Cho Dang Gol","Korean",12.18,"Weekday","5",20,26
"1861",1861,1861,1477330,198802,"DuMont Burger","American",24.25,"Weekend","3",28,20
"1862",1862,1862,1477639,211035,"Blue Ribbon Sushi","Japanese",19.45,"Weekday","Not given",28,28
"1863",1863,1863,1478124,328331,"S'MAC","American",16.11,"Weekday","5",25,24
"1864",1864,1864,1477076,68834,"Sushi of Gari 46","Japanese",31.43,"Weekend","5",29,30
"1865",1865,1865,1476939,111894,"The Meatball Shop","Italian",25.27,"Weekend","Not given",25,29
"1866",1866,1866,1476661,42755,"Blue Ribbon Sushi","Japanese",12.13,"Weekend","3",24,23
"1867",1867,1867,1478268,306119,"Xi'an Famous Foods","Chinese",20.86,"Weekend","4",35,26
"1868",1868,1868,1477253,111125,"Blue Ribbon Sushi","Japanese",8.54,"Weekend","5",34,29
"1869",1869,1869,1477778,100889,"RedFarm Broadway","Chinese",31.43,"Weekend","4",30,23
"1870",1870,1870,1476923,50199,"J. G. Melon","American",19.4,"Weekday","4",35,26
"1871",1871,1871,1477362,172758,"Shake Shack","American",12.23,"Weekday","4",31,24
"1872",1872,1872,1477404,96254,"Yama Japanese Restaurant","Japanese",6.69,"Weekend","4",28,17
"1873",1873,1873,1477000,328731,"Blue Ribbon Fried Chicken","American",29.59,"Weekend","5",23,25
"1874",1874,1874,1478148,261371,"Shake Shack","American",22.31,"Weekend","Not given",35,28
"1875",1875,1875,1477377,198802,"DuMont Burger","American",12.56,"Weekend","Not given",35,19
"1876",1876,1876,1478039,292343,"Amy Ruth's","Southern",12.23,"Weekday","Not given",32,33
"1877",1877,1877,1478320,85091,"The Meatball Shop","Italian",13.53,"Weekday","3",20,31
"1878",1878,1878,1478304,321492,"'wichcraft","American",8.1,"Weekday","5",28,28
"1879",1879,1879,1477194,62540,"Blue Ribbon Sushi","Japanese",5.92,"Weekday","Not given",27,31
"1880",1880,1880,1477132,110792,"Blue Ribbon Sushi","Japanese",12.13,"Weekend","5",28,15
"1881",1881,1881,1477466,222734,"Shake Shack","American",13.97,"Weekend","5",35,27
"1882",1882,1882,1476700,127036,"Shake Shack","American",12.23,"Weekend","Not given",27,18
"1883",1883,1883,1478011,96877,"Melt Shop","American",16.98,"Weekend","5",30,19
"1884",1884,1884,1476748,109906,"The Meatball Shop","American",9.27,"Weekend","Not given",24,23
"1885",1885,1885,1477437,304993,"Shake Shack","American",31.43,"Weekend","3",31,24
"1886",1886,1886,1477550,97324,"Shake Shack","American",29.05,"Weekday","4",27,29
"1887",1887,1887,1478277,48282,"The Meatball Shop","American",14.5,"Weekend","5",34,25
"1888",1888,1888,1476873,237616,"Shake Shack","American",5.82,"Weekend","Not given",26,30
"1889",1889,1889,1477353,106324,"The Meatball Shop","Italian",16.2,"Weekend","5",21,26
"1890",1890,1890,1478190,94152,"RedFarm Broadway","Chinese",8.68,"Weekday","3",33,30
"1891",1891,1891,1477316,164776,"TAO","Japanese",15.67,"Weekend","5",20,22
"1892",1892,1892,1476981,138586,"Shake Shack","American",5.82,"Weekend","Not given",22,28
"1893",1893,1893,1477473,97838,"Han Dynasty","Chinese",29.15,"Weekend","Not given",29,21
"1894",1894,1894,1476701,292602,"Chipotle Mexican Grill $1.99 Delivery","Mexican",22.31,"Weekend","5",31,17
"1895",1895,1895,1477421,397537,"The Smile","American",12.18,"Weekend","5",31,19
"1896",1896,1896,1477819,35309,"Blue Ribbon Sushi","Japanese",25.22,"Weekday","Not given",31,24
"1897",1897,1897,1477513,64151,"Jack's Wife Freda","Mediterranean",12.18,"Weekday","5",23,31
"1898",1898,1898,1478056,120353,"Blue Ribbon Sushi","Japanese",19.45,"Weekend","Not given",28,24
